OBJECTID1,OBJECTID,CountyName,StateAbbr,SHAPE_Leng,USDA_Counties_code,join_OBJECTID,Field1,asd_code,asd_desc,county_code,county_name,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha,Creator,Created,Editor,Edited,Shape__Area,Shape__Length
1032,28,Bremer,IA,1.475098456,17,204,203,30,NORTHEAST,17,BREMER,3983.4,154213,2951.8,18307.4,129000,127000,210.6,,,67100,68600,62.1,1/1/2016 0:00,74.38898325,83.39005,32.5841,194.4538,82.36652,3.88687,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1137907548,136102.7649
1033,28,Bremer,IA,1.475098456,17,205,204,30,NORTHEAST,17,BREMER,4230,144423,2750,17905,120000,117000,212.7,,,74700,75200,56.8,1/1/2017 0:00,75.84612007,85.0235,31.56378,191.4086,80.36178,5.54046,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1137907548,136102.7649
1034,28,Bremer,IA,1.475098456,17,206,205,30,NORTHEAST,17,BREMER,4476.6,134633,2548.2,17502.6,124000,119900,212.4,,,67400,68300,57.3,1/1/2018 0:00,68.31634506,76.58263,30.5974,189.4482,75.04902,-7.21915,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1137907548,136102.7649
1035,28,Bremer,IA,1.475098456,17,207,206,30,NORTHEAST,17,BREMER,4723.2,124843,2346.4,17100.2,127500,125400,212.5,,,62600,63000,52.5,1/1/2019 0:00,69.11584904,77.47887,29.4305,180.2184,61.29685,-12.01218,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1137907548,136102.7649
277,34,Buchanan,IA,1.66302867,19,208,207,30,NORTHEAST,19,BUCHANAN,5650,189445,3867,0,165000,161000,137.3,3500,19.8,114800,116500,48.2,1/1/1997 0:00,66.47471774,74.51816,21.63162,145.7129,67.08634,17.52322,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
278,34,Buchanan,IA,1.66302867,19,209,208,30,NORTHEAST,19,BUCHANAN,5380.4,185413,3683.4,2869.8,166700,164800,147.3,1900,19.9,115600,115900,53.1,1/1/1998 0:00,65.41268971,73.32762,21.83952,158.34,77.34623,14.17337,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
279,34,Buchanan,IA,1.66302867,19,210,209,30,NORTHEAST,19,BUCHANAN,5110.8,181381,3499.8,5739.6,151000,149200,152.2,1700,20.5,121900,122000,49.1,1/1/1999 0:00,62.2724234,69.80739,22.90988,157.0612,74.61544,10.27151,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
280,34,Buchanan,IA,1.66302867,19,211,210,30,NORTHEAST,19,BUCHANAN,4841.2,177349,3316.2,8609.4,152000,149900,140.6,1900,16.1,124800,125000,45.6,1/1/2000 0:00,64.33753563,72.12238,22.87706,145.9891,66.80686,15.8172,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
281,34,Buchanan,IA,1.66302867,19,212,211,30,NORTHEAST,19,BUCHANAN,4571.6,173317,3132.6,11479.2,148000,145300,166.6,1800,21.3,130300,131000,44.9,1/1/2001 0:00,54.58336426,61.18795,23.00894,156.4188,67.73467,-4.48724,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
282,34,Buchanan,IA,1.66302867,19,213,212,30,NORTHEAST,19,BUCHANAN,4302,169285,2949,14349,157000,154000,183.1,2300,19.6,120400,121000,49.3,1/1/2002 0:00,56.61373906,63.464,23.38864,169.2104,73.14349,-9.21427,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
283,34,Buchanan,IA,1.66302867,19,214,213,30,NORTHEAST,19,BUCHANAN,4343.6,189667.6,3011.6,18506.4,160000,156500,159.4,3000,20,116500,117000,25.9,1/1/2003 0:00,63.3973727,71.06846,26.63955,115.2473,17.54268,0.00339,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
284,34,Buchanan,IA,1.66302867,19,215,214,30,NORTHEAST,19,BUCHANAN,4385.2,210050.2,3074.2,22663.8,167000,164500,163,2000,17.5,108700,110000,45.2,1/1/2004 0:00,64.04158684,71.79062,29.80602,150.0936,57.93122,9.43426,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
285,34,Buchanan,IA,1.66302867,19,216,215,30,NORTHEAST,19,BUCHANAN,4426.8,230432.8,3136.8,26821.2,171000,167000,178.7,2500,17.8,104800,105500,53.6,1/1/2005 0:00,68.3180848,76.58457,33.03212,170.2702,72.99049,12.33698,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
286,34,Buchanan,IA,1.66302867,19,217,216,30,NORTHEAST,19,BUCHANAN,4468.4,250815.4,3199.4,30978.6,168000,166200,180.8,1600,21.3,106000,106500,52.6,1/1/2006 0:00,68.07879069,76.31632,36.4681,169.9217,72.12151,14.98423,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
287,34,Buchanan,IA,1.66302867,19,218,217,30,NORTHEAST,19,BUCHANAN,4510,271198,3262,35136,197500,194900,173.9,2000,20,76900,77000,50.7,1/1/2007 0:00,78.84868177,88.38937,39.66341,154.0943,49.26261,23.22109,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
288,34,Buchanan,IA,1.66302867,19,219,218,30,NORTHEAST,19,BUCHANAN,4879,291510.8,3162.2,32528.2,179500,171500,167,,,95900,96500,46.5,1/1/2008 0:00,81.9826783,91.90258,40.52808,151.1037,53.4631,34.79006,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
289,34,Buchanan,IA,1.66302867,19,220,219,30,NORTHEAST,19,BUCHANAN,5248,311823.6,3062.4,29920.4,187000,182500,170.5,,,94900,95000,44,1/1/2009 0:00,64.63538698,72.45627,40.72303,147.8639,46.95875,12.27415,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
290,34,Buchanan,IA,1.66302867,19,221,220,30,NORTHEAST,19,BUCHANAN,5617,332136.4,2962.6,27312.6,190500,187500,167.5,,,90500,91500,50.5,1/1/2010 0:00,84.69870875,94.94725,41.78027,154.4274,56.63158,38.9317,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
291,34,Buchanan,IA,1.66302867,19,222,221,30,NORTHEAST,19,BUCHANAN,5986,352449.2,2862.8,24704.8,203000,201000,187,,,79000,79500,55.1,1/1/2011 0:00,108.2143358,121.3083,42.7617,166.332,56.1164,53.8544,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
292,34,Buchanan,IA,1.66302867,19,223,222,30,NORTHEAST,19,BUCHANAN,6355,372762,2763,22097,205500,202000,140.4,,,80400,80800,47.1,1/1/2012 0:00,102.2324456,114.6026,43.2355,132.0944,44.07001,69.81371,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
293,34,Buchanan,IA,1.66302867,19,224,223,30,NORTHEAST,19,BUCHANAN,6030.4,371806.2,2655.8,20779.2,198000,195000,168.8,,,79000,79300,49.2,1/1/2013 0:00,95.40575782,106.9499,43.90968,150.0269,47.90258,48.73526,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
294,34,Buchanan,IA,1.66302867,19,225,224,30,NORTHEAST,19,BUCHANAN,5705.8,370850.4,2548.6,19461.4,192500,190400,169.3,,,87000,87700,49.5,1/1/2014 0:00,84.50772208,94.73315,42.73371,152.8811,52.93612,37.52188,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
295,34,Buchanan,IA,1.66302867,19,226,225,30,NORTHEAST,19,BUCHANAN,5381.2,369894.6,2441.4,18143.6,191500,187200,191.6,,,85400,85700,57.7,1/1/2015 0:00,89.02314318,99.79494,42.46687,175.2492,65.99539,33.008,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
296,34,Buchanan,IA,1.66302867,19,227,226,30,NORTHEAST,19,BUCHANAN,5056.6,368938.8,2334.2,16825.8,197500,192500,205.6,,,77500,77700,60.2,1/1/2016 0:00,95.32482478,106.8591,42.04086,182.937,64.08594,30.0489,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
297,34,Buchanan,IA,1.66302867,19,228,227,30,NORTHEAST,19,BUCHANAN,4732,367983,2227,15508,187000,182600,221.3,,,84800,85300,55.9,1/1/2017 0:00,97.332004,109.1092,41.74615,188.2227,63.82077,26.45342,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
298,34,Buchanan,IA,1.66302867,19,229,228,30,NORTHEAST,19,BUCHANAN,4407.4,367027.2,2119.8,14190.2,189500,184900,207.1,,,82000,82600,57.2,1/1/2018 0:00,87.46170392,98.04457,41.03383,181.897,63.97974,21.16114,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
299,34,Buchanan,IA,1.66302867,19,230,229,30,NORTHEAST,19,BUCHANAN,4082.8,366071.4,2012.6,12872.4,195000,190300,218.9,,,72500,73100,55.2,1/1/2019 0:00,88.50167985,99.21038,40.89196,182.9405,54.51771,11.67955,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1484480472,156720.8701
645,24,Buena Vista,IA,1.645522688,21,231,230,10,NORTHWEST,21,BUENA VISTA,4472,296162,321,0,166100,162500,146.4,3100,19.8,154700,155900,48.4,1/1/1997 0:00,65.83368741,73.79956,24.4605,157.1437,79.00676,20.12312,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
646,24,Buena Vista,IA,1.645522688,21,232,231,10,NORTHWEST,21,BUENA VISTA,4458.6,299749,295.6,3374.4,168300,166000,154.6,2300,16.8,150100,150600,48.8,1/1/1998 0:00,65.87783942,73.84906,25.87729,159.8664,78.08406,17.94401,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
647,24,Buena Vista,IA,1.645522688,21,233,232,10,NORTHWEST,21,BUENA VISTA,4445.2,303336,270.2,6748.8,160000,157500,165.1,2400,16.6,156800,157000,46,1/1/1999 0:00,63.56629286,71.25781,27.21848,160.0475,74.39258,12.82137,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
648,24,Buena Vista,IA,1.645522688,21,234,233,10,NORTHWEST,21,BUENA VISTA,4431.8,306923,244.8,10123.2,164000,160400,135.7,2500,14.9,152700,153000,38.4,1/1/2000 0:00,68.26622315,76.52644,28.40457,132.0927,52.66482,25.50313,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
649,24,Buena Vista,IA,1.645522688,21,235,234,10,NORTHWEST,21,BUENA VISTA,4418.4,310510,219.4,13497.6,159000,155800,144.4,2100,19,157200,158000,46.5,1/1/2001 0:00,58.25177866,65.30025,29.59065,153.7508,76.21381,17.35391,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
650,24,Buena Vista,IA,1.645522688,21,236,235,10,NORTHWEST,21,BUENA VISTA,4405,314097,194,16872,160000,157000,159.2,1900,20,148100,149000,51.5,1/1/2002 0:00,59.2674667,66.43883,31.57355,168.2699,86.76879,16.51127,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
651,24,Buena Vista,IA,1.645522688,21,237,236,10,NORTHWEST,21,BUENA VISTA,3524,340341.8,155.2,18637.2,163000,160000,160,2000,21,151400,153000,31.7,1/1/2003 0:00,67.19553038,75.32619,32.98544,127.2215,35.29232,16.38245,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
652,24,Buena Vista,IA,1.645522688,21,238,237,10,NORTHWEST,21,BUENA VISTA,2643,366586.6,116.4,20402.4,169000,166000,192.5,1500,18.7,143300,144000,49.4,1/1/2004 0:00,66.755476,74.83289,35.43314,175.0247,77.56187,12.8032,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
653,24,Buena Vista,IA,1.645522688,21,239,238,10,NORTHWEST,21,BUENA VISTA,1762,392831.4,77.6,22167.6,174000,171000,185.3,1600,19.5,141900,142500,51.7,1/1/2005 0:00,74.38216552,83.38241,37.14928,175.913,81.504,26.12269,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
654,24,Buena Vista,IA,1.645522688,21,240,239,10,NORTHWEST,21,BUENA VISTA,881,419076.2,38.8,23932.8,171000,168500,143.3,2200,15.8,142500,143000,47.8,1/1/2006 0:00,69.27383413,77.65597,39.56981,151.7692,72.83831,38.29489,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
655,24,Buena Vista,IA,1.645522688,21,241,240,10,NORTHWEST,21,BUENA VISTA,0,445321,0,25698,186000,183500,163,,,127800,128000,52.6,1/1/2007 0:00,90.94283985,101.9469,41.69456,164.1038,75.77708,55.31474,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
656,24,Buena Vista,IA,1.645522688,21,242,241,10,NORTHWEST,21,BUENA VISTA,0,443871.2,0,25648,169000,165000,179,,,142600,143000,50.5,1/1/2008 0:00,82.96765512,93.00674,41.83466,171.8762,79.99597,42.96117,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
657,24,Buena Vista,IA,1.645522688,21,243,242,10,NORTHWEST,21,BUENA VISTA,0,442421.4,0,25598,173000,171500,190.7,,,139600,140000,53.5,1/1/2009 0:00,80.59152712,90.3431,41.57424,181.1875,85.32247,36.05231,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
658,24,Buena Vista,IA,1.645522688,21,244,243,10,NORTHWEST,21,BUENA VISTA,0,440971.6,0,25548,165000,163500,178.3,,,145000,145500,50.4,1/1/2010 0:00,68.03440148,76.26656,41.78118,171.9441,81.53436,27.638,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
659,24,Buena Vista,IA,1.645522688,21,245,244,10,NORTHWEST,21,BUENA VISTA,0,439521.8,0,25498,174000,171900,180.2,800,22,134000,135000,49.3,1/1/2011 0:00,84.68658657,94.93366,41.85559,167.948,73.41932,42.26057,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
660,24,Buena Vista,IA,1.645522688,21,246,245,10,NORTHWEST,21,BUENA VISTA,0,438072,0,25448,176000,172500,148.2,,,132600,133000,42.8,1/1/2012 0:00,86.7539205,97.25114,41.72718,142.1187,57.20521,54.06483,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
661,24,Buena Vista,IA,1.645522688,21,247,246,10,NORTHWEST,21,BUENA VISTA,0,420129,0,24471,177000,172200,160.5,,,131500,132000,44.9,1/1/2013 0:00,75.47272386,84.60493,40.03657,151.077,61.62535,35.18985,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
662,24,Buena Vista,IA,1.645522688,21,248,247,10,NORTHWEST,21,BUENA VISTA,0,402186,0,23494,172500,170300,172.1,,,137800,139000,49.1,1/1/2014 0:00,69.0969596,77.4577,38.0382,164.9719,74.50549,25.02949,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
663,24,Buena Vista,IA,1.645522688,21,249,248,10,NORTHWEST,21,BUENA VISTA,0,384243,0,22517,166000,159800,202.7,,,146400,147000,59.6,1/1/2015 0:00,65.02255775,72.89029,36.1869,200.995,105.0779,13.16009,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
664,24,Buena Vista,IA,1.645522688,21,250,249,10,NORTHWEST,21,BUENA VISTA,0,366300,0,21540,170000,167600,201.1,,,138400,139000,60.2,1/1/2016 0:00,69.30977032,77.69625,34.96473,198.7656,102.1049,16.00028,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
665,24,Buena Vista,IA,1.645522688,21,251,250,10,NORTHWEST,21,BUENA VISTA,0,348357,0,20563,166500,163600,187.9,,,142700,143500,56.5,1/1/2017 0:00,70.54923496,79.08569,33.16677,187.6225,95.81017,20.44013,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
666,24,Buena Vista,IA,1.645522688,21,252,251,10,NORTHWEST,21,BUENA VISTA,0,330414,0,19586,164000,161400,193.1,,,142300,144000,55.5,1/1/2018 0:00,63.51622197,71.20168,31.68604,187.9304,94.24052,9.19784,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
667,24,Buena Vista,IA,1.645522688,21,253,252,10,NORTHWEST,21,BUENA VISTA,0,312471,0,18609,170500,167900,190.8,,,135800,137000,53.5,1/1/2019 0:00,64.27189179,72.04879,30.0387,181.0879,84.98753,5.98712,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1503008405,155124.1475
1726,30,Butler,IA,1.645819947,23,254,253,20,NORTH CENTRAL,23,BUTLER,5384,177576,1827,0,145600,143100,137.7,2100,16.9,126400,127200,45.2,1/1/1997 0:00,64.93969414,72.79739,19.75414,145.3958,68.02091,15.17664,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1727,30,Butler,IA,1.645819947,23,255,254,20,NORTH CENTRAL,23,BUTLER,5287.8,183712.6,1746.8,2554.8,152500,150800,151.9,1700,15.2,123400,123800,51.7,1/1/1998 0:00,61.56169473,69.01066,20.75295,162.0133,81.11058,8.86089,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1728,30,Butler,IA,1.645819947,23,256,255,20,NORTH CENTRAL,23,BUTLER,5191.6,189849.2,1666.6,5109.6,142000,138700,145.9,1500,17.9,130300,132000,45,1/1/1999 0:00,61.78643336,69.26259,22.18668,149.5329,69.75767,11.67404,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1729,30,Butler,IA,1.645819947,23,257,256,20,NORTH CENTRAL,23,BUTLER,5095.4,195985.8,1586.4,7664.4,148000,146500,140.9,1200,18.9,128900,129000,46.5,1/1/2000 0:00,62.7203218,70.30948,23.19228,149.1856,71.21079,15.52695,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1730,30,Butler,IA,1.645819947,23,258,257,20,NORTH CENTRAL,23,BUTLER,4999.2,202122.4,1506.2,10219.2,139000,137200,157.9,1100,15.9,133900,135000,44.6,1/1/2001 0:00,53.21292618,59.65169,24.70574,153.9962,70.27752,0.63875,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1731,30,Butler,IA,1.645819947,23,259,258,20,NORTH CENTRAL,23,BUTLER,4903,208259,1426,12774,143000,140500,175.1,1400,19.3,124300,125000,49.4,1/1/2002 0:00,53.05740003,59.47734,26.54658,168.6149,78.63309,-3.95789,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1732,30,Butler,IA,1.645819947,23,260,259,20,NORTH CENTRAL,23,BUTLER,5096.4,234782.6,1630.8,13657.4,148000,145500,160.1,1500,19.3,125400,126000,24.4,1/1/2003 0:00,59.58960056,66.79994,28.83759,112.2993,15.36955,-1.29222,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1733,30,Butler,IA,1.645819947,23,261,260,20,NORTH CENTRAL,23,BUTLER,5289.8,261306.2,1835.6,14540.8,158500,156000,187.9,1200,22.5,120500,121000,49.8,1/1/2004 0:00,62.7783847,70.37457,31.08593,171.9265,73.92126,3.45526,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1734,30,Butler,IA,1.645819947,23,262,261,20,NORTH CENTRAL,23,BUTLER,5483.2,287829.8,2040.4,15424.2,159000,157000,185.6,1000,20.4,117900,118500,53.9,1/1/2005 0:00,70.0208894,78.49342,34.14607,178.0016,82.38177,17.01966,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1735,30,Butler,IA,1.645819947,23,263,262,20,NORTH CENTRAL,23,BUTLER,5676.6,314353.4,2245.2,16307.6,156000,154200,176.6,1500,18.5,119600,120000,52,1/1/2006 0:00,63.4927007,71.17532,37.18316,171.4253,79.41159,16.34477,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1736,30,Butler,IA,1.645819947,23,264,263,20,NORTH CENTRAL,23,BUTLER,5870,340877,2450,17191,186000,184000,176.2,1500,21.2,88300,88500,52.2,1/1/2007 0:00,77.54058377,86.923,40.25344,161.0361,59.23471,25.37505,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1737,30,Butler,IA,1.645819947,23,265,264,20,NORTH CENTRAL,23,BUTLER,5638,347580.6,2429.6,16909,169000,161500,175,,,104300,105500,47.5,1/1/2008 0:00,77.94744005,87.37908,40.63028,158.9739,60.84666,29.88212,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1738,30,Butler,IA,1.645819947,23,266,265,20,NORTH CENTRAL,23,BUTLER,5406,354284.2,2409.2,16627,175000,174000,181.8,,,105900,106500,48,1/1/2009 0:00,65.92475333,73.90165,39.98741,161.8674,60.91876,12.94042,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1739,30,Butler,IA,1.645819947,23,267,266,20,NORTH CENTRAL,23,BUTLER,5174,360987.8,2388.8,16345,170500,168500,180.5,,,109700,110000,54.5,1/1/2010 0:00,67.87741409,76.09058,40.49875,173.465,76.9268,20.05113,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1740,30,Butler,IA,1.645819947,23,268,267,20,NORTH CENTRAL,23,BUTLER,4942,367691.4,2368.4,16063,180500,177900,186.7,,,100300,101000,55.3,1/1/2011 0:00,90.06984143,100.9683,40.72235,174.2339,71.93377,39.39052,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1741,30,Butler,IA,1.645819947,23,269,268,20,NORTH CENTRAL,23,BUTLER,4710,374395,2348,15781,181000,174300,122,,,100500,101000,40,1/1/2012 0:00,84.84016904,95.10583,41.01697,120.2743,42.17884,58.02734,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1742,30,Butler,IA,1.645819947,23,270,269,20,NORTH CENTRAL,23,BUTLER,5281,356544.2,2212,15667.4,172500,171100,179.2,,,102000,102500,49.4,1/1/2013 0:00,80.93836478,90.73191,40.63408,162.5618,62.83784,31.64203,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
1743,30,Butler,IA,1.645819947,23,271,270,20,NORTH CENTRAL,23,BUTLER,5852,338693.4,2076,15553.8,173500,170300,167.7,,,106100,106500,46.3,1/1/2014 0:00,68.39185595,76.66727,38.50698,153.0213,57.74912,19.90207,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,jbrittes@iastate.edu_ISUGISF,9/8/2022 19:44,1507250887,155290.4376
