Name,Longitude,Latitude,Elevation (ft),Date,Year,Month,ppt (inches),tmean (degrees F)
"Appanoose, I",-92.8686,40.7431,928,2010-07,2010,7,14.46,76.5
"Appanoose, I",-92.8686,40.7431,928,2010-08,2010,8,7.06,75.8
"Appanoose, I",-92.8686,40.7431,928,2010-09,2010,9,10.81,65.4
"Appanoose, I",-92.8686,40.7431,928,2010-10,2010,10,1.14,55.5
"Appanoose, I",-92.8686,40.7431,928,2010-11,2010,11,1.54,40.8
"Appanoose, I",-92.8686,40.7431,928,2010-12,2010,12,0.62,23.4
"Appanoose, I",-92.8686,40.7431,928,2011-01,2011,1,1.56,17.7
"Appanoose, I",-92.8686,40.7431,928,2011-02,2011,2,3.34,25.6
"Appanoose, I",-92.8686,40.7431,928,2011-03,2011,3,1.83,38.2
"Appanoose, I",-92.8686,40.7431,928,2011-04,2011,4,4.07,50
"Appanoose, I",-92.8686,40.7431,928,2011-05,2011,5,5.87,60.6
"Appanoose, I",-92.8686,40.7431,928,2011-06,2011,6,10.55,71.3
"Appanoose, I",-92.8686,40.7431,928,2011-07,2011,7,1.42,80.7
"Appanoose, I",-92.8686,40.7431,928,2011-08,2011,8,2.92,75.2
"Appanoose, I",-92.8686,40.7431,928,2011-09,2011,9,1.22,62.1
"Appanoose, I",-92.8686,40.7431,928,2011-10,2011,10,0.15,54.6
"Appanoose, I",-92.8686,40.7431,928,2011-11,2011,11,4.08,41.6
"Appanoose, I",-92.8686,40.7431,928,2011-12,2011,12,3.35,31.8
"Appanoose, I",-92.8686,40.7431,928,2012-01,2012,1,0.52,29.4
"Appanoose, I",-92.8686,40.7431,928,2012-02,2012,2,1.66,32.7
"Appanoose, I",-92.8686,40.7431,928,2012-03,2012,3,2.36,53
"Appanoose, I",-92.8686,40.7431,928,2012-04,2012,4,3.31,53.4
"Appanoose, I",-92.8686,40.7431,928,2012-05,2012,5,2.19,66.4
"Appanoose, I",-92.8686,40.7431,928,2012-06,2012,6,2.89,71.9
"Appanoose, I",-92.8686,40.7431,928,2012-07,2012,7,0.75,81.9
"Appanoose, I",-92.8686,40.7431,928,2012-08,2012,8,2.6,73.2
"Appanoose, I",-92.8686,40.7431,928,2012-09,2012,9,1.11,63.4
"Appanoose, I",-92.8686,40.7431,928,2012-10,2012,10,5.19,51.4
"Appanoose, I",-92.8686,40.7431,928,2012-11,2012,11,1.47,41.5
"Appanoose, I",-92.8686,40.7431,928,2012-12,2012,12,2.02,32.4
"Appanoose, I",-92.8686,40.7431,928,2013-01,2013,1,1.9,27
"Appanoose, I",-92.8686,40.7431,928,2013-02,2013,2,2.35,26.6
"Appanoose, I",-92.8686,40.7431,928,2013-03,2013,3,2.83,31.3
"Appanoose, I",-92.8686,40.7431,928,2013-04,2013,4,9.73,46.1
"Appanoose, I",-92.8686,40.7431,928,2013-05,2013,5,10.07,60.5
"Appanoose, I",-92.8686,40.7431,928,2013-06,2013,6,3.25,69.9
"Appanoose, I",-92.8686,40.7431,928,2013-07,2013,7,2.08,72.6
"Appanoose, I",-92.8686,40.7431,928,2013-08,2013,8,0.12,73.8
"Appanoose, I",-92.8686,40.7431,928,2013-09,2013,9,3.27,68.5
"Appanoose, I",-92.8686,40.7431,928,2013-10,2013,10,4.59,52
"Appanoose, I",-92.8686,40.7431,928,2013-11,2013,11,2.54,36.3
"Appanoose, I",-92.8686,40.7431,928,2013-12,2013,12,0.9,21.6
"Appanoose, I",-92.8686,40.7431,928,2014-01,2014,1,0.32,18
"Appanoose, I",-92.8686,40.7431,928,2014-02,2014,2,2.41,15.1
"Appanoose, I",-92.8686,40.7431,928,2014-03,2014,3,1.25,32
"Appanoose, I",-92.8686,40.7431,928,2014-04,2014,4,4.24,49.8
"Appanoose, I",-92.8686,40.7431,928,2014-05,2014,5,2.07,61.6
"Appanoose, I",-92.8686,40.7431,928,2014-06,2014,6,6.19,71.3
"Appanoose, I",-92.8686,40.7431,928,2014-07,2014,7,3.11,70.4
"Appanoose, I",-92.8686,40.7431,928,2014-08,2014,8,9.43,72.7
"Appanoose, I",-92.8686,40.7431,928,2014-09,2014,9,5.27,63
"Appanoose, I",-92.8686,40.7431,928,2014-10,2014,10,4.07,52.4
"Appanoose, I",-92.8686,40.7431,928,2014-11,2014,11,1.19,32.1
"Appanoose, I",-92.8686,40.7431,928,2014-12,2014,12,0.76,31.1
"Appanoose, I",-92.8686,40.7431,928,2015-01,2015,1,0.45,24.1
"Appanoose, I",-92.8686,40.7431,928,2015-02,2015,2,1.4,17
"Appanoose, I",-92.8686,40.7431,928,2015-03,2015,3,0.39,39.2
"Appanoose, I",-92.8686,40.7431,928,2015-04,2015,4,2.63,53.3
"Appanoose, I",-92.8686,40.7431,928,2015-05,2015,5,5.79,61.4
"Appanoose, I",-92.8686,40.7431,928,2015-06,2015,6,11.16,70.6
"Appanoose, I",-92.8686,40.7431,928,2015-07,2015,7,12.58,73.6
"Appanoose, I",-92.8686,40.7431,928,2015-08,2015,8,2.2,70.5
"Appanoose, I",-92.8686,40.7431,928,2015-09,2015,9,6.09,69.4
"Appanoose, I",-92.8686,40.7431,928,2015-10,2015,10,1.82,53.7
"Appanoose, I",-92.8686,40.7431,928,2015-11,2015,11,6.53,44.7
"Appanoose, I",-92.8686,40.7431,928,2015-12,2015,12,4.9,36.8
"Appanoose, I",-92.8686,40.7431,928,2016-01,2016,1,0.94,22.3
"Appanoose, I",-92.8686,40.7431,928,2016-02,2016,2,1.37,31.6
"Appanoose, I",-92.8686,40.7431,928,2016-03,2016,3,2.21,44.7
"Appanoose, I",-92.8686,40.7431,928,2016-04,2016,4,2.74,52
"Appanoose, I",-92.8686,40.7431,928,2016-05,2016,5,2.84,59.9
"Appanoose, I",-92.8686,40.7431,928,2016-06,2016,6,2.01,74.2
"Appanoose, I",-92.8686,40.7431,928,2016-07,2016,7,3.86,74.1
"Appanoose, I",-92.8686,40.7431,928,2016-08,2016,8,7.98,74.2
"Appanoose, I",-92.8686,40.7431,928,2016-09,2016,9,1.3,68.9
"Appanoose, I",-92.8686,40.7431,928,2016-10,2016,10,2.27,57.9
"Appanoose, I",-92.8686,40.7431,928,2016-11,2016,11,0.76,46.7
"Appanoose, I",-92.8686,40.7431,928,2016-12,2016,12,1.19,25.7
"Appanoose, I",-92.8686,40.7431,928,2017-01,2017,1,1.55,27.2
"Appanoose, I",-92.8686,40.7431,928,2017-02,2017,2,0.33,37.5
"Appanoose, I",-92.8686,40.7431,928,2017-03,2017,3,3.24,41
"Appanoose, I",-92.8686,40.7431,928,2017-04,2017,4,6.05,52.9
"Appanoose, I",-92.8686,40.7431,928,2017-05,2017,5,3.67,59.7
"Appanoose, I",-92.8686,40.7431,928,2017-06,2017,6,4.68,71.7
"Appanoose, I",-92.8686,40.7431,928,2017-07,2017,7,0.97,76.9
"Appanoose, I",-92.8686,40.7431,928,2017-08,2017,8,4.22,69.5
"Appanoose, I",-92.8686,40.7431,928,2017-09,2017,9,2.42,67.9
"Appanoose, I",-92.8686,40.7431,928,2017-10,2017,10,4.12,55.2
"Appanoose, I",-92.8686,40.7431,928,2017-11,2017,11,0.72,38
"Appanoose, I",-92.8686,40.7431,928,2017-12,2017,12,0.76,27
"Appanoose, I",-92.8686,40.7431,928,2018-01,2018,1,0.47,20.8
"Appanoose, I",-92.8686,40.7431,928,2018-02,2018,2,1.73,25.1
"Appanoose, I",-92.8686,40.7431,928,2018-03,2018,3,3.34,37.2
"Appanoose, I",-92.8686,40.7431,928,2018-04,2018,4,0.6,41.9
"Appanoose, I",-92.8686,40.7431,928,2018-05,2018,5,3.57,69.4
"Appanoose, I",-92.8686,40.7431,928,2018-06,2018,6,5.12,74.5
"Appanoose, I",-92.8686,40.7431,928,2018-07,2018,7,1.47,75.3
"Appanoose, I",-92.8686,40.7431,928,2018-08,2018,8,4.4,75.1
"Appanoose, I",-92.8686,40.7431,928,2018-09,2018,9,6.29,67.7
"Appanoose, I",-92.8686,40.7431,928,2018-10,2018,10,6.28,50.8
"Appanoose, I",-92.8686,40.7431,928,2018-11,2018,11,2.89,31.5
"Appanoose, I",-92.8686,40.7431,928,2018-12,2018,12,2.34,30.4
"Appanoose, I",-92.8686,40.7431,928,2019-01,2019,1,2.65,22.3
"Appanoose, I",-92.8686,40.7431,928,2019-02,2019,2,3.1,19.8
"Appanoose, I",-92.8686,40.7431,928,2019-03,2019,3,3.42,34.1
"Appanoose, I",-92.8686,40.7431,928,2019-04,2019,4,2.54,51.4
"Appanoose, I",-92.8686,40.7431,928,2019-05,2019,5,11.52,58.5
"Appanoose, I",-92.8686,40.7431,928,2019-06,2019,6,5.69,69.7
"Appanoose, I",-92.8686,40.7431,928,2019-07,2019,7,4.54,76.2
"Appanoose, I",-92.8686,40.7431,928,2019-08,2019,8,7.5,71.3
"Appanoose, I",-92.8686,40.7431,928,2019-09,2019,9,10.11,70.1
"Appanoose, I",-92.8686,40.7431,928,2019-10,2019,10,3.38,48.8
"Appanoose, I",-92.8686,40.7431,928,2019-11,2019,11,0.89,35
"Appanoose, I",-92.8686,40.7431,928,2019-12,2019,12,1.14,32.8
"Audubon, Iow",-94.9058,41.6846,1332,1997-01,1997,1,0.78,15.4
"Audubon, Iow",-94.9058,41.6846,1332,1997-02,1997,2,0.69,26.4
"Audubon, Iow",-94.9058,41.6846,1332,1997-03,1997,3,2.03,38.3
"Audubon, Iow",-94.9058,41.6846,1332,1997-04,1997,4,4.45,43.6
"Audubon, Iow",-94.9058,41.6846,1332,1997-05,1997,5,3.06,54.5
"Audubon, Iow",-94.9058,41.6846,1332,1997-06,1997,6,4.4,71.2
"Audubon, Iow",-94.9058,41.6846,1332,1997-07,1997,7,1.88,74.9
"Audubon, Iow",-94.9058,41.6846,1332,1997-08,1997,8,2.61,69.4
"Audubon, Iow",-94.9058,41.6846,1332,1997-09,1997,9,2.33,63.3
"Audubon, Iow",-94.9058,41.6846,1332,1997-10,1997,10,3.2,51.4
"Audubon, Iow",-94.9058,41.6846,1332,1997-11,1997,11,1.67,32.8
"Audubon, Iow",-94.9058,41.6846,1332,1997-12,1997,12,0.75,27.2
"Audubon, Iow",-94.9058,41.6846,1332,1998-01,1998,1,0.77,23.2
"Audubon, Iow",-94.9058,41.6846,1332,1998-02,1998,2,2.42,32.7
"Audubon, Iow",-94.9058,41.6846,1332,1998-03,1998,3,3,30.5
"Audubon, Iow",-94.9058,41.6846,1332,1998-04,1998,4,2.91,48.4
"Audubon, Iow",-94.9058,41.6846,1332,1998-05,1998,5,6.32,63.8
"Audubon, Iow",-94.9058,41.6846,1332,1998-06,1998,6,10.37,66.1
"Audubon, Iow",-94.9058,41.6846,1332,1998-07,1998,7,6.63,74.1
"Audubon, Iow",-94.9058,41.6846,1332,1998-08,1998,8,3.63,72.7
"Audubon, Iow",-94.9058,41.6846,1332,1998-09,1998,9,0.98,68.5
"Audubon, Iow",-94.9058,41.6846,1332,1998-10,1998,10,3.77,53.5
"Audubon, Iow",-94.9058,41.6846,1332,1998-11,1998,11,1.05,40.3
"Audubon, Iow",-94.9058,41.6846,1332,1998-12,1998,12,0.21,28.7
"Audubon, Iow",-94.9058,41.6846,1332,1999-01,1999,1,0.81,17.9
"Audubon, Iow",-94.9058,41.6846,1332,1999-02,1999,2,0.82,31.5
"Audubon, Iow",-94.9058,41.6846,1332,1999-03,1999,3,0.48,34.9
"Audubon, Iow",-94.9058,41.6846,1332,1999-04,1999,4,7.41,48.3
"Audubon, Iow",-94.9058,41.6846,1332,1999-05,1999,5,3.92,59.5
"Audubon, Iow",-94.9058,41.6846,1332,1999-06,1999,6,7.83,68.2
"Audubon, Iow",-94.9058,41.6846,1332,1999-07,1999,7,4.47,76
"Audubon, Iow",-94.9058,41.6846,1332,1999-08,1999,8,4.26,68.9
"Audubon, Iow",-94.9058,41.6846,1332,1999-09,1999,9,0.95,60.6
"Audubon, Iow",-94.9058,41.6846,1332,1999-10,1999,10,1.1,48.9
"Audubon, Iow",-94.9058,41.6846,1332,1999-11,1999,11,0.85,44
"Audubon, Iow",-94.9058,41.6846,1332,1999-12,1999,12,0.79,27
"Audubon, Iow",-94.9058,41.6846,1332,2000-01,2000,1,0.33,23.9
"Audubon, Iow",-94.9058,41.6846,1332,2000-02,2000,2,2.16,31.3
"Audubon, Iow",-94.9058,41.6846,1332,2000-03,2000,3,0.36,42.1
"Audubon, Iow",-94.9058,41.6846,1332,2000-04,2000,4,1.26,47.9
"Audubon, Iow",-94.9058,41.6846,1332,2000-05,2000,5,2.2,62.2
"Audubon, Iow",-94.9058,41.6846,1332,2000-06,2000,6,4.63,67.6
"Audubon, Iow",-94.9058,41.6846,1332,2000-07,2000,7,2.26,71.6
"Audubon, Iow",-94.9058,41.6846,1332,2000-08,2000,8,1.55,73.3
"Audubon, Iow",-94.9058,41.6846,1332,2000-09,2000,9,0.61,64.3
"Audubon, Iow",-94.9058,41.6846,1332,2000-10,2000,10,2.01,54.3
"Audubon, Iow",-94.9058,41.6846,1332,2000-11,2000,11,1.86,30.8
"Audubon, Iow",-94.9058,41.6846,1332,2000-12,2000,12,1.45,10.1
"Audubon, Iow",-94.9058,41.6846,1332,2001-01,2001,1,1.46,21.6
"Audubon, Iow",-94.9058,41.6846,1332,2001-02,2001,2,1.93,16.9
"Audubon, Iow",-94.9058,41.6846,1332,2001-03,2001,3,1.2,30.3
"Audubon, Iow",-94.9058,41.6846,1332,2001-04,2001,4,4.06,52.1
"Audubon, Iow",-94.9058,41.6846,1332,2001-05,2001,5,8.13,60.6
"Audubon, Iow",-94.9058,41.6846,1332,2001-06,2001,6,2.93,67.4
"Audubon, Iow",-94.9058,41.6846,1332,2001-07,2001,7,2.07,76.3
"Audubon, Iow",-94.9058,41.6846,1332,2001-08,2001,8,2.74,73.5
"Audubon, Iow",-94.9058,41.6846,1332,2001-09,2001,9,3.54,60.5
"Audubon, Iow",-94.9058,41.6846,1332,2001-10,2001,10,2,49.5
"Audubon, Iow",-94.9058,41.6846,1332,2001-11,2001,11,1.09,47.1
"Audubon, Iow",-94.9058,41.6846,1332,2001-12,2001,12,0.88,30.1
"Audubon, Iow",-94.9058,41.6846,1332,2002-01,2002,1,0.27,27.1
"Audubon, Iow",-94.9058,41.6846,1332,2002-02,2002,2,0.77,27.9
"Audubon, Iow",-94.9058,41.6846,1332,2002-03,2002,3,1.12,28.8
"Audubon, Iow",-94.9058,41.6846,1332,2002-04,2002,4,3.51,47.8
"Audubon, Iow",-94.9058,41.6846,1332,2002-05,2002,5,3.72,56.5
"Audubon, Iow",-94.9058,41.6846,1332,2002-06,2002,6,1.5,73.7
"Audubon, Iow",-94.9058,41.6846,1332,2002-07,2002,7,4.13,76.1
"Audubon, Iow",-94.9058,41.6846,1332,2002-08,2002,8,5.17,70.7
"Audubon, Iow",-94.9058,41.6846,1332,2002-09,2002,9,1.99,63.9
"Audubon, Iow",-94.9058,41.6846,1332,2002-10,2002,10,3.91,45.3
"Audubon, Iow",-94.9058,41.6846,1332,2002-11,2002,11,0.17,33.4
"Audubon, Iow",-94.9058,41.6846,1332,2002-12,2002,12,0,28.2
"Audubon, Iow",-94.9058,41.6846,1332,2003-01,2003,1,0.45,19.4
"Audubon, Iow",-94.9058,41.6846,1332,2003-02,2003,2,1.08,19.3
"Audubon, Iow",-94.9058,41.6846,1332,2003-03,2003,3,0.77,34.1
"Audubon, Iow",-94.9058,41.6846,1332,2003-04,2003,4,4.25,50.1
"Audubon, Iow",-94.9058,41.6846,1332,2003-05,2003,5,4.98,57.4
"Audubon, Iow",-94.9058,41.6846,1332,2003-06,2003,6,4,67.2
"Audubon, Iow",-94.9058,41.6846,1332,2003-07,2003,7,2.42,72.6
"Audubon, Iow",-94.9058,41.6846,1332,2003-08,2003,8,0.92,73.6
"Audubon, Iow",-94.9058,41.6846,1332,2003-09,2003,9,2.35,59.7
"Audubon, Iow",-94.9058,41.6846,1332,2003-10,2003,10,0.99,52.1
"Audubon, Iow",-94.9058,41.6846,1332,2003-11,2003,11,4.28,35.6
"Audubon, Iow",-94.9058,41.6846,1332,2003-12,2003,12,1.05,28.5
"Audubon, Iow",-94.9058,41.6846,1332,2004-01,2004,1,1.85,17.5
"Audubon, Iow",-94.9058,41.6846,1332,2004-02,2004,2,1.45,20.9
"Audubon, Iow",-94.9058,41.6846,1332,2004-03,2004,3,4.14,39.5
"Audubon, Iow",-94.9058,41.6846,1332,2004-04,2004,4,2.31,50.1
"Audubon, Iow",-94.9058,41.6846,1332,2004-05,2004,5,10.75,61.2
"Audubon, Iow",-94.9058,41.6846,1332,2004-06,2004,6,4.2,66
"Audubon, Iow",-94.9058,41.6846,1332,2004-07,2004,7,3.11,70
"Audubon, Iow",-94.9058,41.6846,1332,2004-08,2004,8,4.69,65.5
"Audubon, Iow",-94.9058,41.6846,1332,2004-09,2004,9,1.78,66
"Audubon, Iow",-94.9058,41.6846,1332,2004-10,2004,10,0.56,51.9
"Audubon, Iow",-94.9058,41.6846,1332,2004-11,2004,11,2.57,39.4
"Audubon, Iow",-94.9058,41.6846,1332,2004-12,2004,12,0.38,27.2
"Audubon, Iow",-94.9058,41.6846,1332,2005-01,2005,1,1.15,18.8
"Audubon, Iow",-94.9058,41.6846,1332,2005-02,2005,2,1.73,30.8
"Audubon, Iow",-94.9058,41.6846,1332,2005-03,2005,3,1.21,36.1
"Audubon, Iow",-94.9058,41.6846,1332,2005-04,2005,4,4.76,52.5
"Audubon, Iow",-94.9058,41.6846,1332,2005-05,2005,5,5.66,57.5
"Audubon, Iow",-94.9058,41.6846,1332,2005-06,2005,6,5.42,71.3
"Audubon, Iow",-94.9058,41.6846,1332,2005-07,2005,7,3.96,74.1
"Audubon, Iow",-94.9058,41.6846,1332,2005-08,2005,8,2.94,70.5
"Audubon, Iow",-94.9058,41.6846,1332,2005-09,2005,9,1.85,66.1
"Audubon, Iow",-94.9058,41.6846,1332,2005-10,2005,10,0.55,51.3
"Audubon, Iow",-94.9058,41.6846,1332,2005-11,2005,11,1.19,38.8
"Audubon, Iow",-94.9058,41.6846,1332,2005-12,2005,12,1.46,20
"Audubon, Iow",-94.9058,41.6846,1332,2006-01,2006,1,0.78,32.9
"Audubon, Iow",-94.9058,41.6846,1332,2006-02,2006,2,0.24,25.5
"Audubon, Iow",-94.9058,41.6846,1332,2006-03,2006,3,3.06,35.2
"Audubon, Iow",-94.9058,41.6846,1332,2006-04,2006,4,5.62,52.7
"Audubon, Iow",-94.9058,41.6846,1332,2006-05,2006,5,3.29,60.2
"Audubon, Iow",-94.9058,41.6846,1332,2006-06,2006,6,0.63,70.4
"Audubon, Iow",-94.9058,41.6846,1332,2006-07,2006,7,4.3,74.4
"Audubon, Iow",-94.9058,41.6846,1332,2006-08,2006,8,6.18,71.1
"Audubon, Iow",-94.9058,41.6846,1332,2006-09,2006,9,5.11,58.8
"Audubon, Iow",-94.9058,41.6846,1332,2006-10,2006,10,1.26,47.5
"Audubon, Iow",-94.9058,41.6846,1332,2006-11,2006,11,0.77,37.7
"Audubon, Iow",-94.9058,41.6846,1332,2006-12,2006,12,2.42,30.8
"Audubon, Iow",-94.9058,41.6846,1332,2007-01,2007,1,1.32,19.6
"Audubon, Iow",-94.9058,41.6846,1332,2007-02,2007,2,1.2,16.5
"Audubon, Iow",-94.9058,41.6846,1332,2007-03,2007,3,3.5,42.2
"Audubon, Iow",-94.9058,41.6846,1332,2007-04,2007,4,4.98,46
"Audubon, Iow",-94.9058,41.6846,1332,2007-05,2007,5,7.43,64.4
"Audubon, Iow",-94.9058,41.6846,1332,2007-06,2007,6,2.8,70.4
"Audubon, Iow",-94.9058,41.6846,1332,2007-07,2007,7,2.02,74.9
"Audubon, Iow",-94.9058,41.6846,1332,2007-08,2007,8,8.21,75
"Audubon, Iow",-94.9058,41.6846,1332,2007-09,2007,9,2.24,63.9
"Audubon, Iow",-94.9058,41.6846,1332,2007-10,2007,10,7.62,55.5
"Audubon, Iow",-94.9058,41.6846,1332,2007-11,2007,11,0.49,37.1
"Audubon, Iow",-94.9058,41.6846,1332,2007-12,2007,12,1.69,20.6
"Audubon, Iow",-94.9058,41.6846,1332,2008-01,2008,1,0.36,17.5
"Audubon, Iow",-94.9058,41.6846,1332,2008-02,2008,2,0.52,18.3
"Audubon, Iow",-94.9058,41.6846,1332,2008-03,2008,3,0.73,33.5
"Audubon, Iow",-94.9058,41.6846,1332,2008-04,2008,4,5.04,44.1
"Audubon, Iow",-94.9058,41.6846,1332,2008-05,2008,5,5.73,57.2
"Audubon, Iow",-94.9058,41.6846,1332,2008-06,2008,6,7.71,69.1
"Audubon, Iow",-94.9058,41.6846,1332,2008-07,2008,7,6.27,73.2
"Audubon, Iow",-94.9058,41.6846,1332,2008-08,2008,8,0.61,69.6
"Audubon, Iow",-94.9058,41.6846,1332,2008-09,2008,9,4.86,62.4
"Audubon, Iow",-94.9058,41.6846,1332,2008-10,2008,10,4.46,50.3
"Audubon, Iow",-94.9058,41.6846,1332,2008-11,2008,11,1.65,36.9
"Audubon, Iow",-94.9058,41.6846,1332,2008-12,2008,12,1,18.9
"Audubon, Iow",-94.9058,41.6846,1332,2009-01,2009,1,0.66,15.2
"Audubon, Iow",-94.9058,41.6846,1332,2009-02,2009,2,0.39,28
"Audubon, Iow",-94.9058,41.6846,1332,2009-03,2009,3,1.55,36.6
"Audubon, Iow",-94.9058,41.6846,1332,2009-04,2009,4,3.49,45.8
"Audubon, Iow",-94.9058,41.6846,1332,2009-05,2009,5,2.65,60.1
"Audubon, Iow",-94.9058,41.6846,1332,2009-06,2009,6,5.76,68.5
"Audubon, Iow",-94.9058,41.6846,1332,2009-07,2009,7,4.66,67.9
"Audubon, Iow",-94.9058,41.6846,1332,2009-08,2009,8,4.69,67.9
"Audubon, Iow",-94.9058,41.6846,1332,2009-09,2009,9,0.35,61.8
"Audubon, Iow",-94.9058,41.6846,1332,2009-10,2009,10,5.38,44.7
"Audubon, Iow",-94.9058,41.6846,1332,2009-11,2009,11,0.85,42.4
"Audubon, Iow",-94.9058,41.6846,1332,2009-12,2009,12,2.01,19.1
"Audubon, Iow",-94.9058,41.6846,1332,2010-01,2010,1,1.3,12.3
"Audubon, Iow",-94.9058,41.6846,1332,2010-02,2010,2,0.91,15.9
"Audubon, Iow",-94.9058,41.6846,1332,2010-03,2010,3,1.35,35.6
"Audubon, Iow",-94.9058,41.6846,1332,2010-04,2010,4,4.64,53.7
"Audubon, Iow",-94.9058,41.6846,1332,2010-05,2010,5,3.58,58.2
"Audubon, Iow",-94.9058,41.6846,1332,2010-06,2010,6,14.34,69.8
"Audubon, Iow",-94.9058,41.6846,1332,2010-07,2010,7,8.28,73.2
"Audubon, Iow",-94.9058,41.6846,1332,2010-08,2010,8,4.41,73.5
"Audubon, Iow",-94.9058,41.6846,1332,2010-09,2010,9,5.52,62.5
"Audubon, Iow",-94.9058,41.6846,1332,2010-10,2010,10,0.19,52.6
"Audubon, Iow",-94.9058,41.6846,1332,2010-11,2010,11,2.41,36.3
"Audubon, Iow",-94.9058,41.6846,1332,2010-12,2010,12,0.69,19.6
"Audubon, Iow",-94.9058,41.6846,1332,2011-01,2011,1,1.13,13.9
"Audubon, Iow",-94.9058,41.6846,1332,2011-02,2011,2,0.72,21.8
"Audubon, Iow",-94.9058,41.6846,1332,2011-03,2011,3,0.49,35.1
"Audubon, Iow",-94.9058,41.6846,1332,2011-04,2011,4,2.88,46.9
"Audubon, Iow",-94.9058,41.6846,1332,2011-05,2011,5,4.59,58.3
"Audubon, Iow",-94.9058,41.6846,1332,2011-06,2011,6,8.25,69.7
"Audubon, Iow",-94.9058,41.6846,1332,2011-07,2011,7,2.42,76.8
"Audubon, Iow",-94.9058,41.6846,1332,2011-08,2011,8,5.46,71.5
"Audubon, Iow",-94.9058,41.6846,1332,2011-09,2011,9,1.57,59
"Audubon, Iow",-94.9058,41.6846,1332,2011-10,2011,10,0.38,52.2
"Audubon, Iow",-94.9058,41.6846,1332,2011-11,2011,11,1.49,38.2
"Audubon, Iow",-94.9058,41.6846,1332,2011-12,2011,12,1.21,27.4
"Audubon, Iow",-94.9058,41.6846,1332,2012-01,2012,1,0.14,26.4
"Audubon, Iow",-94.9058,41.6846,1332,2012-02,2012,2,2.3,26.7
"Audubon, Iow",-94.9058,41.6846,1332,2012-03,2012,3,1.53,50.6
"Audubon, Iow",-94.9058,41.6846,1332,2012-04,2012,4,3.33,52.7
"Audubon, Iow",-94.9058,41.6846,1332,2012-05,2012,5,4.08,64.3
"Audubon, Iow",-94.9058,41.6846,1332,2012-06,2012,6,4.13,71.2
"Audubon, Iow",-94.9058,41.6846,1332,2012-07,2012,7,0,78.4
"Audubon, Iow",-94.9058,41.6846,1332,2012-08,2012,8,3.71,70.5
"Audubon, Iow",-94.9058,41.6846,1332,2012-09,2012,9,2.92,60.2
"Audubon, Iow",-94.9058,41.6846,1332,2012-10,2012,10,3.6,47.5
"Audubon, Iow",-94.9058,41.6846,1332,2012-11,2012,11,0.48,39.5
"Audubon, Iow",-94.9058,41.6846,1332,2012-12,2012,12,1.25,26.4
"Audubon, Iow",-94.9058,41.6846,1332,2013-01,2013,1,0.56,21.9
"Audubon, Iow",-94.9058,41.6846,1332,2013-02,2013,2,0.57,24.5
"Audubon, Iow",-94.9058,41.6846,1332,2013-03,2013,3,1.64,29.4
"Audubon, Iow",-94.9058,41.6846,1332,2013-04,2013,4,5.29,42.9
"Audubon, Iow",-94.9058,41.6846,1332,2013-05,2013,5,8.53,57.9
"Audubon, Iow",-94.9058,41.6846,1332,2013-06,2013,6,5.65,68.6
"Audubon, Iow",-94.9058,41.6846,1332,2013-07,2013,7,1.41,71.5
"Audubon, Iow",-94.9058,41.6846,1332,2013-08,2013,8,0.8,71.3
"Audubon, Iow",-94.9058,41.6846,1332,2013-09,2013,9,2.81,66.6
"Audubon, Iow",-94.9058,41.6846,1332,2013-10,2013,10,3.77,49.8
"Audubon, Iow",-94.9058,41.6846,1332,2013-11,2013,11,1.28,33.3
"Audubon, Iow",-94.9058,41.6846,1332,2013-12,2013,12,0.28,18.3
"Audubon, Iow",-94.9058,41.6846,1332,2014-01,2014,1,0.11,16.3
"Audubon, Iow",-94.9058,41.6846,1332,2014-02,2014,2,0.98,14.9
"Audubon, Iow",-94.9058,41.6846,1332,2014-03,2014,3,0.57,30.4
"Audubon, Iow",-94.9058,41.6846,1332,2014-04,2014,4,2.92,47.3
"Audubon, Iow",-94.9058,41.6846,1332,2014-05,2014,5,3.48,60
"Audubon, Iow",-94.9058,41.6846,1332,2014-06,2014,6,10.59,70.6
"Audubon, Iow",-94.9058,41.6846,1332,2014-07,2014,7,3.45,68.6
"Audubon, Iow",-94.9058,41.6846,1332,2014-08,2014,8,10.63,71.2
"Audubon, Iow",-94.9058,41.6846,1332,2014-09,2014,9,5.15,61.7
"Audubon, Iow",-94.9058,41.6846,1332,2014-10,2014,10,4.83,51.7
"Audubon, Iow",-94.9058,41.6846,1332,2014-11,2014,11,0.53,29.4
"Audubon, Iow",-94.9058,41.6846,1332,2014-12,2014,12,0.82,28.7
"Audubon, Iow",-94.9058,41.6846,1332,2015-01,2015,1,0.23,22.6
"Audubon, Iow",-94.9058,41.6846,1332,2015-02,2015,2,0.96,15.1
"Audubon, Iow",-94.9058,41.6846,1332,2015-03,2015,3,0.11,37.7
"Audubon, Iow",-94.9058,41.6846,1332,2015-04,2015,4,4.2,50
"Audubon, Iow",-94.9058,41.6846,1332,2015-05,2015,5,6.09,58.9
"Audubon, Iow",-94.9058,41.6846,1332,2015-06,2015,6,7.95,69.4
"Audubon, Iow",-94.9058,41.6846,1332,2015-07,2015,7,5.6,71.5
"Audubon, Iow",-94.9058,41.6846,1332,2015-08,2015,8,6.84,68.4
"Audubon, Iow",-94.9058,41.6846,1332,2015-09,2015,9,8.36,67.3
